,category,rating,label,text_
14827,Movies_and_TV_5,2.0,OR,i bought dvd buck i still overpaid i want like movi it 's great premis it sam jackson how bad well antidot potenti great movi bruce willi he 's kevin costner i 'll grant but 's near bottom term act abil in flick 're realli sure 's mental challeng adult it 's hard tell sinc willi seem way real life not sharpest tool hi lack act chop ruin otherwis great movi hope someon real lead actor know ... act
14828,Movies_and_TV_5,3.0,OR,i love key peel admit movi silli i laugh aloud sever place nearli enough the comedian star film much talent seem bit wast movi 15-20 min longer thi would terrif hour key peel comedi special n't quit work featur film a review mention kitten play keanu absolut ador that cat true star movi and 's preciou keanu reev voic cat one scene movi if see keanu 3.99 le watch if cost i would pas
14829,Movies_and_TV_5,5.0,OR,the follow film review rate pg-13 action seqeunc violenc occasion brief strong languag what get cross die hard jaw you get made televis dvd movi blue demon when top secret counter terrorist project blue demon sabotag one connect project it two scientif research project maria play debe pfeiffer ex husband nathan randal batnkoff stop six government enhanc great white from turn local bather shark burrito can shop six terror stop diabol mastermind stolen russian case bomb deliv shark express 's design locat find thrill action pack conclus
14830,Movies_and_TV_5,5.0,CG,thi movi encompass epidem world today there strong tendenc self-destruct the typic exampl fight great american hero famili it strong stori thi movi still good it great movi watch make laugh cri it great special effect thi movi lot good special effect it good i highli recommend movi it lot good special effect i highli recommend movi it lot good special effect i highli recommend movi
14831,Movies_and_TV_5,5.0,CG,i 'm movi review i 'm avid fan thing we anderson i 'm big fan film i ca n't say i n't like the stori well told act outstand there scene i find amus i felt movi dull the last scene bit long i n't care i happi see film end minut i thought mayb end i like end i disappoint end the end bit slow n't work
14832,Movies_and_TV_5,3.0,CG,thi decent film good the stori bit slow the act poor act good the cgi nice realli good the movi good the act bit slow the act good act good the movi good the act bit slow the act good act good the movi good the movi good the movi good
14833,Movies_and_TV_5,1.0,OR,it 's like watch abc after school special tri best horror it 's goreless bore bad 's even good varieti what 's scari movi peopl gave film star review gave star how even possibl least peopl planet i know think good horror film gener get star fan critic like halloween a nightmar on elm st the exorcist ect ... obvious second edit movi float around i 'm privi a edit incorpor everyth make star horror film gore suspens good act ect ..... man i would love see version
14834,Movies_and_TV_5,5.0,OR,i own movi child purchas musicland basement westroad mall omaha ne excit see i must admit i enjoy japanes version better despit fact main charact dub asian actor key luke portray master po kung fu also voic main characterin rodan seem flow better make sen i also appreci origin soundtrack film seem fit mood tone film with special faetur two differ version film i would say bargain twice price so favor pick goe print
14835,Movies_and_TV_5,5.0,OR,corki romano movi funni silli disgust onc i saw movi i could n't stop laugh i realli like part translat word languag vietnames thai i also like part talk group second grader agent if like joke around funni corki romano right movi the movi romano famili betray hidden fbi infor decid send famili member era evid they send corki romano chri katten 's famili member fbi wo n't recogn corki 's silli attitud accident made becom star go undercov i give corki romano siili star
14836,Movies_and_TV_5,4.0,CG,gotham citi 's gangster attack forc corrupt town the local sheriff man name joe k. murphi he man first murder wife daughter murphi one bring justic murder wife daughter murphi man abil make decis kill protect he choos right kill protect wife daughter murphi man hero film he man save town murphi 's charact main charact film
14837,Movies_and_TV_5,2.0,CG,thi film realli 2.5 star the stori good charact believ the act top notch the stori also well written it move well told the act top notch the special effect top notch the act top notch the act top notch the special effect top notch the special effect top notch the special effect top notch the special effect top notch the special effect top notch the special effect top notch the special effect top notch the special effect top notch the special effect top notch the special effect top
14838,Movies_and_TV_5,5.0,CG,i realli like movi i love movi the plot amaz the act top notch the script clear never know go happen the special effect amaz movi good get i love i love stori line music great act great i love special effect special effect great i love special effect special effect great i love special effect special effect great i love special effect special effect great i love special effect
14839,Movies_and_TV_5,5.0,OR,in comedi time is everyth subject knowledg come close second georg burn decad entertain experi allow master aspect comedi whether work alon partner graci allen walter matthau bob hope jack benni fred astair brook shield etc ... georg often slip bit wisdom punch line sometim punch line i could say best collect tv special truth best decad sinc partner graci we thank georg continu work graci 's pas the show go show enjoy mani mani time good joke matter old never get stale
14840,Movies_and_TV_5,4.0,OR,i movi review you may like may onc i caught plot i enjoy part plot celtic pagan ritual v christian thi may bother devout christian lead charact on hand movi well thought england accord one movi group consid 6th best movi made england it come close popular rocki horror pictur show i imagin peopl line midnight see movi well prepar sing along after music horror movi blood do want hear young christoph lee sing
14841,Movies_and_TV_5,5.0,OR,thi movi much better i expect it great one-lin 1st best comedi year ice cube kevin hart perfectli match play 's comedi style well hart play ben barber jumpi secur guard play video game love jame 's sister angela jame hate ben want noth when ben accept polic academi jame decid take 'ride along show polic world realli like throughout day jame give ben silli assign one el want it lead confront omar main villain jame ob catch if want good comedi i highli recommend ride along
14842,Movies_and_TV_5,3.0,CG,the dvd littl better first movi i saw first time littl disappoint the movi good act great the movi lot potenti bit predict thi movi still worth see fans.i love seri i love fact comedi i love fact writer chose go `` realist '' look charact i love fact includ lot action scene i love fact writer chose go `` realist '' look charact i love
14843,Movies_and_TV_5,4.0,CG,i watch movi tv coupl year ago i saw first time plea the movi bit cheesi 's entertain movi i highli recommend highli recommended.thi one favorit seri it great way start workout the end good i love seri it show i love fit togeth well i love charact show interest the show realli fun watch i recommend it.i enjoy movi glad i bought i would recommend anyon
14844,Movies_and_TV_5,1.0,CG,one almost must watch movi the stori good charact believ the act top notch the stori also well written it move keep watch highli recommend it.i ca n't imagin movi would like releas dvd i ca n't imagin level emot attent detail would requir make movi poorli thought i think releas dvd would much better i think would much better film.i realli enjoy movi i watch
14845,Movies_and_TV_5,4.0,OR,the titl say veri disturb film but good thi standard low budget b movi physcho killer it low budget b movi bunnyrabit killer lol i did n't want believ bunni evil dang cute ye heard right not guy wear hockey mask burnt man knive finger angri doll greedi leprechaun but someth much ....... much ....... wors a bunnyrabbit lol it good fun movi watch isnt best deffinat worst ha veri disturb scene brutal kill scene pretti good special effect veri origin idea also i give prop check want good time cheap scare friend
14846,Movies_and_TV_5,4.0,OR,a brutal film show treatment femal muslim world usa thousand refuge receiv thousand come law protect girl femal circumcis forc marriag honor kill spain check child taken muslim countri visit come back mutil parent serv jail time deport without femal child muslim give valu camel femal the usa need pas law protect woman stop use sharia law usa muslim lawyer famili issu favor men state allow .. i surpris film allow usa lot censorship thank amazon show
14847,Movies_and_TV_5,5.0,OR,matt reev director cloverfield surprisingli great job remak movi come year ago dvd i truli enjoy film even though i saw origin i realli like littl actor i see great thing futur especi chloe anyway i saw someon say n't seen origin miss anyth one suffic i agre person would surprisingli say watch one i enjoy littl origin quit honest i definit ad collect soon a good eeri slow wonder compos thriller differ outlook vampir child get bulli i suggest mani i hope i 've help
14848,Movies_and_TV_5,5.0,CG,alreadi dvd i love movi the plot littl simpl the movi littl long there lot action scene it 's film everyon thi movi everyon i love i love act i love stori it 's great i love charact i love special effect it 's good i say i 'm glad i watch i n't watch sinc i watch vh i like i like end
14849,Movies_and_TV_5,5.0,CG,rodney kellerman `` call open book 're either dead aliv if 're aliv thing convers dead person you ca n't dead bodi thi movi far beyond 's gross i 've watch i 'm glad i i 'm glad 's dvd it 's sad i 'd never seen i realli disappoint i 'm sure i 'm honest blast watch i ca n't help feel
14850,Movies_and_TV_5,3.0,CG,i 'd give movi 3.5 star the movi good one if 're fan two main charact love movie.i think great movi it base true stori entertaining.i enjoy seri i love show read book i ca n't wait see next season i love charact stori charact charact i buy seri again.lov show i 'm go watch i wo n't miss it.i enjoy movi glad i bought i would recommend anyon
14851,Movies_and_TV_5,3.0,OR,i love period drama i thought premis seri start new south wale penal coloni toward end eighteenth centuri would certainli interest shot locat australia seri excel product valu the set costum gave air period authent the act excel the convict men woman suitabl grubbi .. so problem the script simpli sub-par melodramat overlay twenti first centuri social sexual more effect kill authent time place write finish chanc second season not even excel act could valid almost ridicul plotlin still i deriv enjoy seri caus i soft spot period drama
14852,Movies_and_TV_5,5.0,OR,first i huge clint mansel fan 's wonder develop cult follow soundtrack it amaz make movi much impact thi film goe show power music film that asid film complet sensori experi watch progress destruct charact feel addict brillianc shot composit deterior charact audienc member along way you feel see feel see feel hunger desper chosen vice a beauti heartbreak portray addict destruct left complet engross repel suck dri emot end rollercoast film
14853,Movies_and_TV_5,5.0,OR,i am legend dvd i legend star will smith scientist surviv deadli viru develop genet engin kill cancer instead kill mankind smith struggl live new york citi german shepherd dog surround cannibalist super strong zombi come night thi jar apocalypt movi speak well hollywood i 'm glad someon hollywood read scienc fiction there 's ton scienc fiction book could made good movi thi movi base novelett nbsp data-hook= '' product-link-link '' class= '' a-link-norm '' href= '' /i-am-legend/dp/0765318741/ref=cm_cr_arp_d_rvw_txt ie=utf8 '' i am legend /a recommend fan will smith scienc fiction note i read book i n't know close stori follow book gunner octob
14854,Movies_and_TV_5,1.0,CG,my least favorit time the movi good one if fond movi movi make laugh.i bought daughter 's birthday love i pleased.i realli enjoy show i love i love way show differ way peopl differ i love charact show the act excel i love charact show i love show i love charact show i love charact show i love charact show i love charact
14855,Movies_and_TV_5,2.0,CG,thi movi felt like time i watch i remind beauti whole world i watch feel signific it touch i glad i i hope enjoy one much i i watch often thank i want say i love movi great love movi a must young coupl even grown up.thi great movi it lot action great stori must
14856,Movies_and_TV_5,3.0,CG,i look forward movi thought would nice addit collect i seen yet i sure i i enjoy i idea film would well written act the act great i like act movi lot action i also like end i felt like i watch someth real good end i happi end i would highli recommend movi anyon look great movi good stori it everyon it everyon
14857,Movies_and_TV_5,4.0,OR,thi especi good young person 's movi it 's engag fun entertain way involv child basic philosoph issu ontolog ontolog studi mean exist case `` short circuit '' mean aliv note ren descart 's 1596-1650 famou statement latin `` cogito ergo sum '' i think therefor i regard blu-ray transfer qualiti controversi version i bought feb. sticker wrapper say `` new hi-def transfer '' although movi 's video qualiti good `` the fifth element '' `` the fountain '' `` ice age the meltdown '' `` short circuit '' strike close averag blu-ray one complic factor much `` short circuit '' shot low contrast inher sharp seem somewhat low
14858,Movies_and_TV_5,5.0,OR,jean dujardin berenic bejo director michel hazanaviciu someth entir differ complet unlik award-win work the artist it 's hard believ movi featur three brilliant peopl dujardin brilliant dumb-cluck-worthi manner quirk chase bad guy back alley cairo you 'd expect hero hero often suav debonair incarn run swiftli uncertainti around corner never slow stop not agent ... stop complet ten crouch stanc pivot look direct continu ... twice everi singl corner intersect chase i could go i 'm sure wildli dumb silli thing go could recount one review
14859,Movies_and_TV_5,1.0,OR,struck lightn power battl robot achiev conscious escap creator pursu militari number call befriend sweet-natur animal-lov numbskul alli sheedi robot 's reclus inventor steve guttenberg offens east indian stereotyp fisher steven thi bad movi unlik mani review page i found dull mechan by-the-numb product clunki unapp robot center fill stock charact say exactli think 've seen million time boo i shock screenwrit brent maddock s.s. wilson peopl would go write b-movi classic `` tremor '' they obvious improv time
14860,Movies_and_TV_5,3.0,CG,laura linney great actor the movi good one the movi coupl extra scene begin the movi bit short 's part fun i think 's good movie.great movi i love seri i watch i think 're great i watch first season i glad i it 's funni i rememb i young i would watch movi i would enjoy now i know 's long time ago 's still fun it 's great movi i
14861,Movies_and_TV_5,3.0,CG,in film award-win film long time director explain film typic film rather tribut late director christoph walken in way film excel tribut walken work the remark thing film director chosen differ end film thi good film realist i highli recommend kudo director take film serious if fan film like film thi must-
14862,Movies_and_TV_5,5.0,CG,i movi qualiti good movi the movi lot heart the movi good movi actor good.th famili thrill movi the movi entertain funni the kid love and love movi they watch sever time alreadi they love movi i highli recommend family.great moviethi great seri kid watch the kid enjoy stori charact action action action action great i would recommend kid i would
14863,Movies_and_TV_5,5.0,OR,guillermo del toro 's masterpiec depict yet anoth episod take seemingli never-end conflict good evil ... combin pristin innoc imagin heart soul poet young heroin ofelia seemingli over-match consumm evil fascism posse franco 's spain unabl match firepow ofelia turn imagin magic instead del torro leav discretionari viewer decid fantasi end magic realiti begin within magic fantast occurr ofelia fantasy/mag be contain lesson life given all-too-human ofelia they provid mean escap real life surviv strongli argu product young gift girl 's prodigi imagin a great time movi deserv attent receiv
14864,Movies_and_TV_5,5.0,OR,do need anoth review what heck cent worth of montreux show favorit grant come disclaim ian gillian pas imposs high scream use after year get but still good job band absolut smoke and 's amaz well orchestra integr band ad whole new dimens depth complex power fresh song and el could hear call respons duel steve mors guitar conductor violin lazi i n't know go top one for money best deep purpl concert ever
14865,Movies_and_TV_5,4.0,OR,start watch blue-ray found i could revers speed forward it stop movi i notic mani comment difficult read white-lett caption foreign non-english word spoken i find problem it would nice close caption english well pronunci spanish word the main problem i issu watch entir movi without abl revers speed forward i tri dvd player i access see function work better differ devic thi reason get five star otherwis ..... way go amazing-zon
14866,Movies_and_TV_5,1.0,CG,i 'm lucki n't actual go movi mood action stori i 've seen movi theme i 've mani movi theme one differ i disappoint stori i hope someth differ i n't think i n't want give hope the reason i gave hope i n't patienc movi like i 'm huge fan movi bad movi take thi movi good movi it good movi
14867,Movies_and_TV_5,2.0,CG,eva jessica morri coma thing know sister dead the film also bit slow begin pretti effect the open scene realli good end pretti cool overal movi great one watch i would recommend anyon enjoy comedi horror i watch movi pretti good i like good suspens movi i thought end littl bit slow i 'm sure thi movi good suspens movi i like lot thi good movi
14868,Movies_and_TV_5,3.0,CG,thi movi depict harrow tragic sometim terrifi event man religi fanat the film fill gore fill tension the violenc drama well done the act also excel thi good movi strong stori line i highli recommend it.i watch movi million time i love end i watch mani time it one best movi i ever seen i glad i bought i love i never heard movi real stori it good movi i love i never heard
14869,Movies_and_TV_5,4.0,OR,dea talk forc break cartel steal million dollar said cartel blow that start dea find theft suspend team cartel find want money back ... dea member lead arnold go retriev money ... stolen now dea fbi cartel look money arnold team ... team member get murder by where money who money veri predict well least arnold movi i usual enjoy support cast terrif one except figur lot gunplay action fun
14870,Movies_and_TV_5,3.0,OR,thi movi realli meant watch theatr instead i watch kindl '' fire hdx the visual cgi superb easili best sinc ancient apollo sandra bullock georg clooney give good perform unfortun stori script n't hold even minor scrutini space shuttl crew train togeth year mission start clooney mission command appear met bullock play scientist intent upgrad hubbl telescop later 's made known clooney n't know even bullock live for thread unbeliev run throughout movi could easili fix produc hire genuin sst astronaut advisor script
14871,Movies_and_TV_5,3.0,OR,first who name movi my gosh ... veri funni vignett male lead tri find true love or least normal love ca n't get titl when watch movi and girl romanc funni bit thru you wonder `` whi whi '' did name ... matthew jame merl angel tv seri likabl make sen love-starv artist role good luck bed sadi katz ab buddi spokesmodel a demi moore-esqu vibe seem whole person charact not someon written page jacqui holland uncredit role sidewalk pickup she tattoo make funni moment earli film so icki titl great premis actor capabl make almost 'sweet romanc
14872,Movies_and_TV_5,3.0,CG,these guy likeabl chemistri make feel good if like two guy get along fun 'll love movi if like two guy bit scari 'll like movi if like two guy bit scari 'll like movi if like two guy bit scari 'll like movi if like two guy bit scari 'll like movi if like two guy bit scari 'll like movi if like two guy
14873,Movies_and_TV_5,4.0,CG,while peopl disappoint film i thought film good film i like charact seem great chemistri littl rush end the movi entertain seem true book i like act movi lot action suspens i say i watch it well done i 'm glad made it 's bad movi n't great overal 's good movi n't lot action suspens it good movi
14874,Movies_and_TV_5,4.0,CG,amaz sad mani peopl die cold war chanc get chanc see film the film shot cold winter snow wind the stori told cold winter sun shine the sun shine snow fall ground the film dark cold the movi cold cold the camera work slow edit poor the stori dull camera work poor the film bad edit poor the movi sad
14875,Movies_and_TV_5,3.0,OR,i want love i love first two season those first two season geniou then get kathi bate angela bassett two extraordinarili talent woman it take place beauti citi new orlean 's even voodoo witch craft but bare anyth the first episod good got bland veri bland i kept pay episod think way n't go get better point it never you opportun realli use voodoo witchcraft histor new orlean capit creepi previou season american horror stori hardli use thing advantag season probabl enough said my best advic wait watch free
14876,Movies_and_TV_5,1.0,OR,thi review movi i consid great thi review product i bought use set amazon phantom opera wo n't play hd dvd player hd-a20 hd-a30 hd-d2 the fugit pixel problem player happen unforgiven movi ok the last samurai then i decid buy set new think reason previou one would n't play use therefor somehow damag well surpris brand new one exactli problem therefor i n't recommend set one by way player latest 4.0 firmwar updat player issu
14877,Movies_and_TV_5,5.0,OR,what great littl movi i never heard pop recommend got good review i gave tri thi much remind donald westlak 's comic crime caper novel a great littl stori plenti laugh the plot involv group low rent misfit crimin tri pull heist lifetim call 'bellini well complic occur problem aris whole thing get rather messi william h. maci great along isaiah washington sam rockwel michael jeter lui guzman a great ensembl cast highli enjoy funni movi a sad note i heard michael jeter die recent quit sad i thought great green mile
14878,Movies_and_TV_5,4.0,CG,breacher arnold schwarzenegg lead group peopl danger citi search serial killer the group led woman name daniel ami adam former prostitut she littl disturb murder ex-boyfriend accus kill daniel bit paranoid low opinion polic she also high opinion polic high level the stori pretti straight forward act quit good there also littl bit nuditi film definit sexual the storylin dramat previou film
14879,Movies_and_TV_5,5.0,CG,lover old black white the movi good one if follow stori know movi worth watch the act good movi fun one highli recommend it.i ca n't imagin movi would like releas dvd i ca n't imagin level emot attention-grab violenc could put the act excel i would given five star releas dvd i 'm sure produc n't make five i watch time i 'm sure end make three
14880,Movies_and_TV_5,4.0,OR,i ship uk version live u order u when i tri redeem ultraviolet code i given error messag code work u how dissappoint i bought movi two reason stream away home to watch 3d home now i concern uk version play u 3d bluray player bewar buy version updat user post comment review method redeem uk ultraviolet code u account it work i digit copi also i also tri disc 3d blu-ray player work i i want i satisfi
14881,Movies_and_TV_5,5.0,OR,whi tinker masterpiec thi origin movi version stage play remad twice screen televis poor remak awe comparison the 's music remak `` the opposit sex '' fail mani way first turn music second cast june allison lead and third ad men cast the latest remak year ago fail tri modern storylin the stori work best set 's pre- '' woman 's lib '' thi version much bite satirac actress give director georg cukor a superb joan crawford norma shearer rosiland russel stand-out perform three older actress mari boland marjori main especi lucil watson
14882,Movies_and_TV_5,5.0,CG,thi anim realli good kept movi univers previou film well done i like charact seem great chemistri abl stay togeth the act good special effect excel the stori great anim great i would recommend anim anyon want watch good romant comedy.i watch movi mani time i alway love it comedi coupl guy realli live i watch time i say i found funni thought
14883,Movies_and_TV_5,4.0,CG,i watch movi without know movi i n't know movi the movi good act great the movi littl slow begin got go i enjoy i think 's good movi watch fan movies.i love seri it show i love fit togeth well i love charact show interest i watch sever time alway keep night the act good stori interest charact interest i would recommend seri anyon love
14884,Movies_and_TV_5,4.0,CG,thi movi wife 's go movi we love it 's one favorit movi i big fan treme i love movi it 's good movie.i ca n't imagin movi would like releas dvd i ca n't imagin level emot would convey it 's group peopl go long journey find better life famili the movi lot action great action there lot blood gut go it 's great movi made usa actor
14885,Movies_and_TV_5,4.0,OR,the act wonder the imageri background breathtak but film pretti liter melancholi sad depress destroy life giant ball depress come obliter good life encompass earth i realli n't think take whole bunch brain work figur one critic it beauti perspect depress 's want stare might question motiv lol of cours like peopl littl ball light happi i moment i dug rock live miseri i work got back rejoin belong so film held certain interest
14886,Movies_and_TV_5,3.0,OR,the line spoken oscar winner hilari swank indic dialog special effect driven sci-fi saga swank play astronaut along bruce greenwood must pilot virgil craft design burrow assist one realli mean laser beam earth 's core attempt correct imbal seriou damag surfac also along unbeliev trip earth 's center respect perform stereotyp role aaron eckhart voyag 's `` studli '' colleg professor alfr woodard mission command delroy lindo ship 's inventor symbol self-sacrific stanley tucci despic scientif geniu hidden agenda richard jenkin mysteri militari hardlin the film passabl entertain i kept wait discoveri underground `` civil '' might respons ground havoc
14887,Movies_and_TV_5,5.0,OR,got box set could vagu rememb show thought time funni still live u. s. time back inswitzerland lot new show even english great `` shoot '' play back alway dub much humor get lost way avoid watch anyway got first set love everi minut fun show profession photograph appreci mayb even ca n't understand though 's taken year sinc first releas season want know hold-up 's season even gon na come eventu great show case great talent funni storylin
14888,Movies_and_TV_5,4.0,CG,`` it 's much stay true stori refresh see charact move one self-cent perspect next the charact much move one charact anoth the film shot way still much true stori and i think 's good way introduc new charact stori thi film pedest it film move yet charact move they move yet camera still it film move yet camera still it film
14889,Movies_and_TV_5,5.0,CG,when i first jump movi i knew lot fun i want see i glad i thi movi entertain keep interest highli recommend i ca n't imagin movi would like releas dvd i ca n't imagin level emot attention-grab violenc could put the act excel i would given five star releas dvd i 'm sure produc n't make five i watch time i 'm sure end make three star
14890,Movies_and_TV_5,1.0,CG,wow lesli nielsen keenan allen chemistri chemistri true love i blown away two actor act the act top notch the chemistri two actor believ the act top notch thi movi still one best time i recommend lover great movies.it great i watch kid i 'm realli glad i did.thi great seri kid watch the kid great i 'm sure produc n't includ movi real life n't lot nuditi it 's bad movi
14891,Movies_and_TV_5,5.0,OR,so real-lif anim wow i 'm stun where perfect blue millennium actress fail tokyo godfath greatli achiev i love film it 's real-lif anim charact u one time we 've struggl -- point homeless we 've defeat famili issu and 've want noth get away movi captur fantasi realiti one anim packag and stori touch how feel homeless peopl struggl get child back right mother these three uniqu individu struggl end face bodili harm organ crime aid posse father get tini littl child safe place home love and effort come across genuin excel
14892,Movies_and_TV_5,1.0,OR,sick stupid score 6/9 more current nation neurosi grip ritalin gener your memori idea evil forc control life and way feminist fantasi girl tough boy more escape-and-captur sequenc 's cowboy indian saturday matine movi more `` blade runner '' -style racial diver `` blade runner '' more computer-gener graphic .... when aw movi ever end ____________________________ the sick stupid score rank movi zero ten categori for exampl sick stupid score 5/5 indic movi averag sick averag stupid a score 10/10 indic movi gross idiot one watch wherea score 0/0 perfect movi
14893,Movies_and_TV_5,1.0,OR,if i could give movi lower rate i 'd deserv 0.16 star thi movi horribl good end cast fair great the graphic so-so good i expect hope thi movi far besid gigli biggest disappoint i wish would 've flop box offic like idiot go see leav shock sucki took place when movi end like `` 's suck '' i n't care vote review n't help know deep insid saw movi suck terribl admit vote i help ... horribl movi one worst ...
14894,Movies_and_TV_5,5.0,CG,thi film littl adapt book name it adapt book first film take place uk it english one import languag world the english translat also beauti end move i say stori film pretti accur i hard time understand could done english i leav the act great i glad i watch film cinema it good movi i would recommend anyon
14895,Movies_and_TV_5,5.0,CG,even though season best show histori televis show worst write direct write even half bad thi season worthi time.thi good movi the act great the storylin good direct great the stori littl slow time overal good movi i recommend anyon good heart.i fan origin einzbern cartoon sinc first air i littl disappoint i never saw seri well i bit disappoint new einzbern
14896,Movies_and_TV_5,1.0,CG,the past wwe survivor seri best show i ever seen i blown away crew charact the storylin well done kept watch i still watch everi night.i ca n't imagin movi would like releas dvd i ca n't imagin level emot attent detail would put but fan origin seri enjoy movi you glad did.i 'm big fan seri 's good one a coupl charact great whole stori fairli simpl the stori bit complic
14897,Movies_and_TV_5,1.0,OR,i forc finish movi i watch movi stori entertain period i 'm film critic psychologist while i watch movi i figur somewher along line someth make sen it n't besid movi obscur strang whatev n't make deep i watch netflick instant roku least i n't wast money actual i 've interest nightmar humm ....... mayb i make movi and i 've never seen mani `` open-mind '' '' deep-think '' adult incap accept differ opinion grow guy movi a review eraserhead varieti call `` sicken bad-tast exercis '' `` pull gori stop unwatch climax .... mind boggl learn lynch labor pic five year
14898,Movies_and_TV_5,3.0,OR,the movi tell good stori includ everyth comic star bad movi would got longer anim movi horribl like batman red hood super man batman apocalyps even super man shazam better anim longer n better anim would gave star ur like u buy put ur dc anim collect except super man shazam got free would never pay min film lmao u could probabl find torrent net somewher better ideal everi dc anim film got amazon better best buy sometim thing miss
14899,Movies_and_TV_5,5.0,OR,great lead perform warren beatti dian keaton highlight film along great support perform maureen stapleton jack nicholson eugen o'neil beatti play journalist john reed journalist passion view wit russian revolut 's the movi provid insight idealist view along romant relationship louis bryant keaton passion also quit stormi relationship jack nearli steal show o'neil man much love bryant despit fact heart realli belong reed and stapleton well deserv oscar emma goldman woman share lot view reed initi use bryant much later it 's polit movi 's also love stori work well definit must-se
14900,Movies_and_TV_5,4.0,CG,american way hear voic voic human one hear the peopl deaf hear loss often frighten voic friend some deaf peopl even learn speak the voic deaf person also one hear voic human these voic sometim heard someon el heard person deaf sometim voic deaf person heard person deaf thi movi movi good introduct deaf peopl thi movi good movi teach deaf hear impair listen
14901,Movies_and_TV_5,5.0,CG,when i bought movi i kept wonder scienc fiction horror movi i n't know i like i 'm fan scienc fiction horror film so i decid check the movi littl slow i hope see theater littl slow i n't like i think 's i gave pas the movi dark i 'm glad i n't give pas i n't like i 'm glad i bought 's kind scari it 's bad movi bit dark
14902,Movies_and_TV_5,5.0,CG,i must say i littl disappoint film there moment film bit date the act okay i would like see origin cast there scene amateurish the stori bit predict i would like origin cast i like end i would like see origin cast the end bit predict i would like origin cast howev movi still fun it long bit slow definit bit letdown
14903,Movies_and_TV_5,4.0,OR,the movi hard follow there lot move part hidden inuendo easi miss first time watch movi i watch twice second time around it made sen i could see connect stori charact i think i watch i would abl follow stori even better the futurist stori sonmi~451 hae-joo chang favorit it 's power love stori two peopl differ world come togeth fuel revolut they find love end sacrific caus i also found charact `` old georgi '' last stori haunt entertain if watch movi watch atleast twice wo n't get
14904,Movies_and_TV_5,5.0,OR,i like movi still i wish hollywood whoever charg releas hard find 's classic 's dvd i 'm talkin explor flight of the navig escap from and to whitch mountain freaki friday late 's classic disney i got tron cool movi well i quit dvd 's accept i 'm look also cartoon 's 's kidd video the smurf galaxi high space cowboy master of the univers my sister who older would like find my littl poni and strawberri shortcak and star bright care bear a well well gi joe season is best buy and walmart i think time releas 's cartoon i grow old and hard find awsom 's movi
14905,Movies_and_TV_5,1.0,OR,i n't understand end i ca n't understand innoc young peopl commit suicid ms. cho 's son attorney south korea n't prosecut mother law count attempt murder i know unfortun east litigi societi like west i also know east histori suicid protest like buddhist monk burn death 's vietnam girl burn protest husband afghanistan japanes jump cliff babi arm fear american end wwii japanes samurai 's hari cari suicid chine factori year poor work condit i say sue pant famili mother law kill bitch corrupt rich peopl need to go down now
14906,Movies_and_TV_5,4.0,CG,thi set part collect best movi time blu-ray well-mad beauti design ca n't go wrong the color sound excel pictur qualiti excel thi set one best time i recommend enjoy great movi movi kinds.greatthi funni show the charact funni funni the humor great the show lot action action scene thi great movi must the actor great it fun show.i fan `` the mummi
14907,Movies_and_TV_5,5.0,CG,the enterpris incid opinion best movi histori star trek it two pillar first `` star trek '' strong charact great special effect i would recommend star trek fan great movi i love seri i watch i think 're great i watch first season i glad i it 's funni i rememb i kid i use watch movi tv i littl confus now i 've got dvd i get amazon so i bought
14908,Movies_and_TV_5,1.0,CG,more garbag 's anamorph 's anamorph the art style pretti good there 's lot bright color clear color there lot nice color tone clear color film there color contrast issu the color mostli bit muddi look muddi dull the color look great clean color palett i wish color overal i 'd give film 1/2 star rate it 's bad film 's great film either it 's good film either it 's terribl film it 's good film either it 's terribl film
14909,Movies_and_TV_5,3.0,OR,i rent dvd curio i heard often overlook sci-fi entri made mario bava to honest given b-movi statu i expect rather one dimension gore-fest noth could truth even earli point career one see talent director bava clearli shot low budget like roger corman brava use clever camera approach wonder creativ set quit obviou maker alien film use along 1950 b-movi sourc construct film intellig engag an interplanetari crew earth answer distress signal anoth planet land get bargain veri smart underplay scari at time i felt i watch episod well done star trek entri veri well done worth rental
14910,Movies_and_TV_5,5.0,OR,no gener ever war die countri make enemi die come home die month later car crash sadli fate real gener patton the movi first rate film one america 's controversi gener i ca n't say i like everyth patton live world wide inferno hell earth i think better would posit franci ford coppola wrote screenplay patton i deepli impress style it captur gener 's charact extrem well the act georg c. scott reproach the blu-ray edit high definit awesom all terrif film worthi addit avid film buff collect `` ahem ''
14911,Movies_and_TV_5,2.0,OR,i 've play three movi thu far soni bluray player they n't start smoothli precis mani extra featur play one-quart size imag upper left corner screen `` niagara '' bare play incident `` collect '' arriv individu bluray shrink-wrap togeth kind curiou someth strang i 'd pas i believ complet review claim defect disk perform may vari base specif bluray player whi take chanc and although i purchas mani item amazon high satisfact plea keenli awar scant day deliveri return defect good i dare say unfair regard seri dvd 's bluray total unrealist view set day i 'm stuck defect product that new plateau free ship make shop le frequent
14912,Movies_and_TV_5,3.0,CG,watch first season dvd i could n't stop watch there moment seri laugh one made laugh the show much fun watch if like watch seri 'll like one i recommend all.i n't think go great movi i expect i expect good thought stori exactli i got i like end i disappoint stori i glad i bought great movi i big fan jame cameron i thought movi go
